Date_of_Sale,Address,County,Eircode,Price,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Sale_Year,Sale_Month
2018-06-01,"27 Beechwoos Gate, Beechwood, Hansfield",Dublin,,268150.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2018,6
2020-12-22,"4 dundoogan, haynestown, dundalk",Louth,,209647.0,0,1,1,,2020,12
2016-10-21,"22 MELESIAN GROVE, Swords, DUBLIN",Dublin,,377500.0,0,0,0,,2016,10
2012-06-19,"85 Castle Lawns, Balrothery Tallaght, Dublin 24",Dublin,,141000.0,0,0,0,,2012,6
2016-09-30,"10 DALRIADA  WALKK, KNOCKLYON",Dublin,,303964.0,0,1,1,greater than or equal to 125 sq metres,2016,9
2024-05-14,"36 THE CHANDLER, ARRAN QUAY, DUBLIN 7",Dublin,D07YF53,247000.0,0,0,0,,2024,5
2010-04-26,"63 Brocan Wood, Monasterevin",Kildare,,263000.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2010,4
2020-03-20,"GALBOLEY, BULLAUN, LOUGHREA",Galway,,260000.0,0,0,0,,2020,3
2016-06-14,"TOBERTON COTTAGE, JOHNSTOWN, NAAS",Kildare,,499000.0,0,0,0,,2016,6
2013-12-17,"15 BEAUFIELD DR, MAYNOOTH, KILDARE",Kildare,,173000.0,0,0,0,,2013,12
2025-02-26,"118 ASHEWOOD WALK, SUMMERHILL LANE, PORTLAOISE",Laois,,317180.0,0,1,1,,2025,2
2020-09-03,"5 Bachelors Cove, Sundrive Road, Rush",Dublin,,339207.0,0,1,1,,2020,9
2017-01-04,"NO. 13 BELLTREE AVENUE, CLONGRIFFIN, DUBLIN 13",Dublin,,290000.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2017,1
2024-03-28,"397 GALTYMORE RD, DRIMNAGH, DUBLIN 12",Dublin,D12DF83,408000.0,0,0,0,,2024,3
2024-12-20,"46 THE GREEN, CLONARD VILLAGE, CLONARD",Wexford,Y35PNP9,215000.0,0,0,0,,2024,12
2022-12-21,"63 CROYDON PARK AVENUE, MARINO, DUBLIN 3",Dublin,D03H0F4,640000.0,0,0,0,,2022,12
2025-08-26,"7  KILBALIVOR, BALIVOR, CO MEATH",Meath,,236000.0,0,0,0,,2025,8
2017-11-29,"OLDTOWN, LETTERKENNY, CO DONEGAL",Donegal,,156000.0,0,0,0,,2017,11
2022-11-15,"74 ATH LETHAN, RACECOURSE RD, DUNDALK",Louth,A91PHC5,260000.0,0,0,0,,2022,11
2021-09-01,"27 THE SYCAMORES, SHANDON, DUNGARVAN",Waterford,,239648.0,0,1,1,,2021,9
2021-03-18,"GRANGE, BARNA, THURLES",Tipperary,,50000.0,0,0,0,,2021,3
2022-11-22,"39 ARMADA COTTAGES, BUNDORAN, CO DONEGAL",Donegal,F94NX09,140500.0,0,0,0,,2022,11
2018-02-22,"7 CASTLEGATE PARK, ADAMSTOWN CASTLE, LUCAN",Dublin,,300000.0,0,0,0,,2018,2
2017-12-15,"10 INIS SIODA, SHANNON, CLARE",Clare,,190000.0,0,0,0,,2017,12
2022-03-25,"43 CASTLEWOODS, BALLINAMONA, WATERFORD",Waterford,X91TPF7,785000.0,0,0,0,,2022,3
2023-06-26,"82 CLONMORE, HALE STREET, ARDEE",Louth,A92E9E5,120000.0,0,0,0,,2023,6
2013-12-23,"29 Rosehill, Wicklow Town",Wicklow,,199000.0,0,0,0,,2013,12
2016-08-10,"67 BLUEBELL AVE, DUBLIN 12, DUBLIN",Dublin,,218000.0,0,0,0,,2016,8
2014-01-17,"4 Loughmore Square, Killeen Caste, Dunsany",Meath,,286343.61,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2014,1
2017-09-07,"GOLF LINKS RD, MORNINGTON, MEATH",Meath,,525000.0,0,0,0,,2017,9
2016-05-06,"102 Seabury Lawns, Mornington",Meath,,214000.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2016,5
2018-07-18,"CULLEEN, KNOCKCROGHERY, ROSCOMMON",Roscommon,,120000.0,0,0,0,,2018,7
2021-02-11,"Units 1-16 & 18-27, Lighthouse View, Garraneagh",Kerry,,1015000.0,0,1,1,,2021,2
2023-02-27,"57 CHERRYWOOD DR, CLONDALKIN, DUBLIN 22",Dublin,D22X7N3,300000.0,0,0,0,,2023,2
2010-06-08,"14 Aston Avenue, Knocklyon, Dublin 16",Dublin,,365000.0,0,0,0,,2010,6
2021-12-16,"29 Oak Park Grove, Oak Park, Craddockstown",Kildare,,357698.0,0,1,1,,2021,12
2014-05-13,"THE COTTAGE, THE DYSERT, ARDMORE",Waterford,,535000.0,0,0,0,,2014,5
2021-11-01,"4 CHURCH RD, DUNCANNON, NEW ROSS",Wexford,Y34X735,300000.0,0,0,0,,2021,11
2012-05-21,"Apt 46 Brooklawn, Strandville Avenue, Clontarf",Dublin,,151000.0,0,0,0,,2012,5
2012-12-18,"Number 27  Primrose Square, Primrose Garden  Jigginstown, Naas",Kildare,,40000.0,0,0,0,,2012,12
2021-11-19,"WALTON CT, OYSTERHAVEN, BELGOOLY",Cork,P17D762,2000000.0,0,0,0,,2021,11
2022-10-18,"3 MOATVILLE, ATHBOY RD, NAVAN",Meath,C15YCX9,210000.0,0,0,0,,2022,10
2014-08-22,"69 THORNSBERRY EST, TULLAMORE, OFFALY",Offaly,,80000.0,0,0,0,,2014,8
2016-11-24,"14 ORCHARD DR, MAIN ST, PORTARLINGTON",Laois,,177000.0,0,0,0,,2016,11
2019-01-16,"REDBRAE, BALLYARGUS, REDCASTLE",Donegal,P93A38V,34300.0,0,0,0,,2019,1
2024-09-13,"APT 26 THE VIEW, NEWTOWN HALL, MAYNOOTH",Kildare,W23RC65,352500.0,0,0,0,,2024,9
2019-05-20,"27 DONAGH PARK, CARNDONAGH, DONEGAL",Donegal,,87500.0,0,0,0,,2019,5
2022-10-19,"4 Prior Park Grove, Clonmel",Tipperary,,230000.0,1,1,1,,2022,10
2018-11-13,"AUGHOO, STRANDHILL RD, SLIGO",Sligo,,429000.0,0,0,0,,2018,11
2018-12-20,"32 Togher Way, Urlingford",Kilkenny,,193212.0,1,1,1,,2018,12
2024-11-26,"66 NAVAN RD, CABRA, DUBLIN 7",Dublin,D07K8F7,807750.0,0,0,0,,2024,11
2012-07-04,"19 COLLEGE RISE, DROGHEDA",Louth,,157000.0,0,0,0,,2012,7
2013-10-18,"Laragh Lodge, Killiney Avenue, Killiney",Dublin,,735000.0,0,0,0,,2013,10
2015-09-30,"79 THE VILLAGE, BETTYGLEN, RAHENY DUBLIN 5",Dublin,,375000.0,0,0,0,,2015,9
2024-11-21,"15 CHAPELWOOD, KILMUCKRIDGE, WEXFORD",Wexford,Y25DT80,300000.0,0,0,0,,2024,11
2015-12-01,"11 FERNLEIGH DR, CASTLEKNOCK, DUBLIN 15",Dublin,,256000.0,0,0,0,,2015,12
2018-04-26,"GLEBE ST, BALLINROBE, MAYO",Mayo,,120000.0,0,0,0,,2018,4
2016-09-20,"9 DROMARD, PROSPECT HILL, GALWAY",Galway,,167000.0,0,0,0,,2016,9
2020-12-04,"MOOREFIELD, KILCOOLE, RATHOE",Carlow,,300000.0,0,0,0,,2020,12
2019-03-01,"50 CARRAMORE DRIVE, KNOCK, CO. MAYO",Mayo,,120000.0,0,0,0,,2019,3
2020-11-03,"19CUIRT CREGG, CLIFDEN, GALWAY",Galway,,190000.0,0,0,0,,2020,11
2021-12-07,"38 OFFINGTON MANOR, SUTTON, DUBLIN 13",Dublin,D13C956,480000.0,0,0,0,,2021,12
2022-02-03,"19 DOON HEIGHTS, BALLYCONNELL, CAVAN",Cavan,H14KP48,230000.0,0,0,0,,2022,2
2017-09-04,"92 SHANNONVALE, OLD CRATLOE RD, LIMERICK",Limerick,,225000.0,0,0,0,,2017,9
2023-07-05,"BALLYDEVITT, DONEGAL",Donegal,F94W5C8,170000.0,0,0,0,,2023,7
2015-09-10,"CLOGHANE, BANDON, CO CORK",Cork,,151000.0,0,0,0,,2015,9
2017-12-14,"35 Red Arches Avenue, Silverbanks, The Coast",Dublin,,246696.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2017,12
2020-08-28,"230, KILWORTH ROAD, DRIMNAGH DUBLIN 12",Dublin,,148800.0,1,0,0,,2020,8
2021-01-25,"MAIN STREET, STRANORLAR, CO DONEGAL",Donegal,,147000.0,0,0,0,,2021,1
2021-07-07,"DUNROE, NOBBER, CO. MEATH",Meath,,60000.0,0,0,0,,2021,7
2014-04-15,"UPSTAIRS FLAT, 9 DUBLIN ROAD, BRAY",Wicklow,,52800.0,0,0,0,,2014,4
2015-05-01,"5 THE CRESENT SHINNAGH, RATHMORE, KERRY",Kerry,,88000.0,0,0,0,,2015,5
2023-06-27,"13 BRUACH TAILTE, BORRISOHANE ROAD, NENAGH",Tipperary,E45H363,299500.0,0,0,0,,2023,6
2013-07-25,"1 Broomhall Glen, Rathnew, County Wicklow",Wicklow,,165000.0,0,0,0,,2013,7
2022-01-27,"Drumcoe, Mountcharles",Donegal,,150000.0,0,1,1,,2022,1
2025-04-03,"AUGHOOSE, PULATHOMAS, BALLINA",Mayo,F26K638,50000.0,1,0,0,,2025,4
2024-10-29,"46 THE GROVE, BETTYGLEN, RAHENY DUBLIN 5",Dublin,D05X978,695000.0,0,0,0,,2024,10
2018-01-10,"40 THE CRESCENT MILLBROOK LAWNS, TALLAGHT DUBLIN 2, DUBLIN",Dublin,,280000.0,0,0,0,,2018,1
2014-09-15,"11 MAYVIEW PARK, KYLE, OULART GOREY",Wexford,,47080.79,1,0,0,,2014,9
2024-03-13,"28 COIS TOBAIR, DROMAHANE, MALLOW",Cork,P51VX89,232378.0,0,0,0,,2024,3
2017-01-18,"APT 18 MOY COURT, MOYVALE, BALLYMAHON",Longford,,42000.0,0,0,0,,2017,1
2013-04-15,"4 St Kevin's Park, Stillorgan, Co Dublin",Dublin,,305000.0,0,0,0,,2013,4
2019-04-26,"19 SHANNON RD, SIXMILEBRIDGE, CLARE",Clare,,195000.0,0,0,0,,2019,4
2020-08-28,"6 ADELAIDE TERRACE, BROOKFIELD ST, KILMAINHAM DUBLIN 8",Dublin,,470000.0,0,0,0,,2020,8
2023-06-07,"7 THE MEADOWS, KILDALKEY, MEATH",Meath,C15Y7C2,287000.0,0,0,0,,2023,6
2014-08-28,"8 THE COURT BLOCK 8, DUNBOYNE CASTLE, DUNBOYNE",Meath,,145000.0,0,0,0,,2014,8
2021-04-01,"KILNACARRIGA, NEWCASTLE, CLONMEL",Tipperary,,100000.0,0,0,0,,2021,4
2011-12-07,"Apartment 87, Grand Canal Residences, Grand Canal Sqaure Hanover Quay",Dublin,,150000.0,0,0,0,,2011,12
2023-07-05,"KILMACSHERWELL, BALLINAMORE, CO. LEITRIM",Leitrim,N41FH48,62300.0,0,0,0,,2023,7
2015-09-22,"4 Barnwell Mews, Hansfield, Barnwell",Dublin,,244326.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2015,9
2024-07-15,"14 CARRAIG ABHAINN, KNOXSPARK, BALLISODARE",Sligo,F91N6F3,232000.0,0,0,0,,2024,7
2014-04-02,"8 GULISTAN TERRACE, RATHMINES, DUBLIN",Dublin,,585000.0,0,0,0,,2014,4
2018-06-13,"GORTGARVE, KILTIMAGH, MAYO",Mayo,,65000.0,0,0,0,,2018,6
2022-03-11,"CABRY, QUIGLEY'S POINT, CO. DONEGAL",Donegal,F93W2N4,315000.0,0,0,0,,2022,3
2022-12-19,"8 THE WATERFRONT, SCOTCH HALL, LOUTH",Louth,A92X393,210000.0,0,0,0,,2022,12
2022-02-16,"Apartment 7 Block B, Radharc na hArdeaglaise, Crievesmith",Donegal,,134361.0,0,1,1,,2022,2
2014-10-31,"17 CLOGHANVARY, JOHN ST, ARDEE",Louth,,128000.0,0,0,0,,2014,10
2018-02-06,"Unit 306, Phase 2B, Roseberry Hill",Kildare,,235000.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2018,2
2019-09-23,"71 ALEXANDRA WALK, ABBEYLANDS, CLANE",Kildare,,285000.0,0,0,0,,2019,9
2021-01-07,"BENVOY, ANNESTOWN, COUNTY WATERFORD",Tipperary,,180000.0,0,0,0,,2021,1
2018-04-09,"111 HAMPTON WOOD RD, HAMPTON WOOD, MEAKSTOWN DUBLIN 11",Dublin,,157500.0,0,0,0,,2018,4
2013-05-30,"129 foxrock park  foxrock, dublin 18",Dublin,,450000.0,0,0,0,,2013,5
2014-08-28,"124 Sliabh Rua, Woodhill, Moate",Westmeath,,70484.59,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2014,8
2025-10-06,"RATHMACULLIG EAST, BALLYGARVAN, CORK",Cork,T12HW77,555000.0,0,0,0,,2025,10
2014-10-03,"14 Estuary View, Ballynoe, Cobh",Cork,,200000.0,0,0,0,,2014,10
2024-12-06,"149 RIVERSIDE DR, RED BARNS RD, DUNDALK",Louth,A91FDA5,318000.0,0,0,0,,2024,12
2010-06-04,"46 Church Avenue South, Rialto, Dublin 8",Dublin,,280000.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2010,6
2024-10-15,"76 UAM VAR DR, BISHOPSTOWN, CORK",Cork,T12A06N,335000.0,0,0,0,,2024,10
2020-04-24,"51A STRADBROOK, STRADBALLY ROAD, PORTLAOISE",Laois,,72864.0,1,0,0,,2020,4
2021-03-29,"26 CASTLE PARK, MONKSTOWN, DUBLIN",Dublin,A94KN59,870000.0,0,0,0,,2021,3
2021-05-28,"ST DECLANS RD, ARDMORE, WATERFORD",Waterford,,235000.0,0,0,0,,2021,5
2013-06-17,"RATHPOOKE, MILLTOWN",Kerry,,218000.0,0,0,0,,2013,6
2014-10-15,"7 CONVEY COURT, MAIN STREET, CONVEY",Donegal,,18500.0,0,0,0,,2014,10
2020-10-15,"26 RIDGEWOOD AVE, SWORDS, DUBLIN",Dublin,,340000.0,0,0,0,,2020,10
2022-10-07,"38 GLENDARA, WATERGRASSHILL, CORK",Cork,T56N773,425000.0,0,0,0,,2022,10
2025-05-15,"9 ALLEN PARK, SHANNON, CLARE",Clare,V14NX82,190000.0,1,0,0,,2025,5
2011-07-01,"Sycamore Drive, Bruff",Limerick,,85000.0,0,0,0,,2011,7
2022-03-16,"APT 22 SUMMERSEAT COURT, MAIN ST, CLONEE",Dublin,D15FH6A,230000.0,0,0,0,,2022,3
2021-02-23,"SKEHEEN UPPER, MITCHELSTOWN, CORK",Cork,,295000.0,0,0,0,,2021,2
2016-09-08,"24 ARD DONAGH, ENNISTYMON, CO CLARE",Clare,,200000.0,0,0,0,,2016,9
2022-07-28,"CASTLEDOHERTY, ARDARA, DONEGAL",Donegal,,280000.0,0,0,0,,2022,7
2018-08-07,"42 SHANNON VALLEY, SLIGO ROAD, BALLAGHADERREEN",Roscommon,,35000.0,0,0,0,,2018,8
2022-06-08,"27 the crescent, silver banks, stamullen",Meath,,295154.0,0,1,1,,2022,6
2014-11-13,"31 THE MAPLES, BIRD AVE, CLONSKEAGH DUBLIN 14",Dublin,,500000.0,0,0,0,,2014,11
2021-03-29,"50 HAWTHORN PLACE, CLYBAWN ROAD, SALTHILL",Galway,,285000.0,0,0,0,,2021,3
2016-05-25,"1 Kilcaragh Lawn, Lixnaw",Kerry,,106380.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2016,5
2019-10-10,"6 LISSANALTA DR, DOORADOYLE, LIMERICK",Limerick,,200000.0,0,0,0,,2019,10
2015-01-27,"1 FASSAUGH AVENUE, CABRA, DUBLIN 7",Dublin,,200000.0,0,0,0,,2015,1
2017-02-28,"17 COURT LAWNS, TULLOW, CARLOW",Carlow,,145000.0,0,0,0,,2017,2
2020-12-08,"10 EDEL QUINN PLACE, KANTURK, CORK",Cork,,140000.0,0,0,0,,2020,12
2014-09-22,"391 HOWTH RD, RAHENY, DUBLIN 5",Dublin,,560000.0,0,0,0,,2014,9
2025-09-04,"BALLYNURE PARK, GRANGECON, WICKLOW",Wicklow,W91F9K2,557000.0,0,0,0,,2025,9
2015-11-25,"APT 6, 49 UPPER RATHMINES ROAD, DUBLIN 6",Dublin,,157142.0,0,0,0,,2015,11
2021-09-03,"4 ST MARYS ST, EDENDERRY, OFFALY",Offaly,R45F865,155000.0,0,0,0,,2021,9
2019-08-28,"20 The Close, Mount Hamilton, Dundalk",Louth,,229500.0,0,1,1,,2019,8
2017-04-20,"13 thorndale, delgany",Wicklow,,436123.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2017,4
2020-03-25,"HILL VIEW, MAIN ST, NEWCASTLE",Dublin,,550000.0,0,0,0,,2020,3
2011-08-30,"Guileen, Stradbally",Laois,,90000.0,0,0,0,,2011,8
2024-01-11,"9 MCCURTAIN HILL, CLONAKILTY, CO. CORK",Cork,P85C953,185000.0,0,0,0,,2024,1
2023-07-17,"29 PIERVIEW, MOUNT CARMEL RD, WICKLOW",Wicklow,A67YH21,295000.0,0,0,0,,2023,7
2022-05-17,"28 The Crescent, Silver Banks, Stamullen",Meath,,299559.0,0,1,1,,2022,5
2018-06-13,"10 Orchard Court, The Orchard, Sallins Road",Kildare,,229030.84,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2018,6
2021-12-17,"GLENCAR, FARRANLEA GROVE, MODEL FARM ROAD",Cork,T12A5N7,357500.0,0,0,0,,2021,12
2023-01-16,"6 BAYVIEW, PEMBROKE ST, IRISHTOWN DUBLIN 4",Dublin,D04WP59,465000.0,0,0,0,,2023,1
2012-01-25,"Highgrove, Glencree  Brooklodge, Glanmire",Cork,,402000.0,0,0,0,,2012,1
2025-08-26,"12 MULLADRILLEN, HALE STREET, ARDEE",Louth,A92HE16,336000.0,0,0,0,,2025,8
2023-10-25,"50A HOLMPATRICK, SKERRIES, DUBLIN",Dublin,K34NH39,360000.0,0,0,0,,2023,10
2021-05-14,"18 Cilleithne Gardens, Bellingham, Portlaoise",Laois,,209339.21,0,1,1,,2021,5
2022-05-25,"6 Coolkellure Lawn, Lenaghmore, Cork",Cork,,374449.34,0,1,1,,2022,5
2025-08-25,"AUGHNACLAPPA, CAIM, ENNISCORTHY",Wexford,Y21TW97,385000.0,0,0,0,,2025,8
2022-08-05,"34 Hawthorn Avenue, Kilcarbery Grance, Dublin 22",Dublin,,343612.0,0,1,1,,2022,8
2015-09-24,"46 BREMORE PASTURES WAY, BALBRIGGAN, DUBLIN",Dublin,,160000.0,0,0,0,,2015,9
2013-06-21,"31 Broadway Park, Blanchardstown",Dublin,,375000.0,0,0,0,,2013,6
2024-05-02,"18 PARK LANE, TRALEE, CO KERRY",Kerry,V92P27X,227000.0,0,0,0,,2024,5
2014-12-19,"No. 6 Brackernagh, Ballinasloe",Galway,,12500.0,0,0,0,,2014,12
2014-06-04,"Unit 3 Block B, Doorely Park, Rathangan",Kildare,,37297.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2014,6
2020-08-18,"BALLINABOY, LEITRIM VILLAGE, LEITRIM",Leitrim,,184000.0,0,0,0,,2020,8
2022-12-05,"GORTEEN HOUSE, GORTEEN, TINAHELY",Wicklow,Y14DK38,184000.0,0,0,0,,2022,12
2011-06-07,"17  Kilgobbin Heights, Stepaside",Dublin,,625000.0,0,0,0,,2011,6
2012-11-12,"Crolly, Falcarragh",Donegal,,55000.0,0,0,0,,2012,11
2012-11-16,"21 Hillside, Greystones",Wicklow,,345000.0,0,0,0,,2012,11
2021-10-28,"35 WOODGLADE, FENAGH, CARLOW",Carlow,R21AC63,252500.0,0,0,0,,2021,10
2025-09-12,"23 ADERRIG FARM, ADAMSTOWN, LUCAN",Dublin,,431718.0,0,1,1,,2025,9
2010-10-15,"109 Mount Prospect, clonard, Co. Wexford",Wexford,,125000.0,0,0,0,,2010,10
2016-08-18,"WOLFE TONE ROAD, DUNGARVAN, COUNTY WATERFORD",Waterford,,57000.0,0,0,0,,2016,8
2024-01-26,"45 DUNARD DRIVE, NAVAN ROAD, DUBLIN 7",Dublin,D07Y9P3,386000.0,0,0,0,,2024,1
2022-08-17,"1 BALLYNAKELLY COTTAGES, BALLYNAKELLY, NEWCASTLE",Dublin,D22EE95,315000.0,0,0,0,,2022,8
2015-01-21,"23 SPRINGFIELD CRESCENT, TEMPLEOGUE, DUBLIN 6",Dublin,,505000.0,0,0,0,,2015,1
2023-08-02,"SKEHANAGH CROSS, TRALEE, CO KERRY",Kerry,V92VF7Y,270000.0,0,0,0,,2023,8
2024-06-19,"TULLYDONNELL, CONVOY, CO DONEGAL",Donegal,,220000.0,0,0,0,,2024,6
2018-07-02,"25 GLEANN NA RI, DRUID VALLEY, CABINTEELY DUBLIN 18",Dublin,,285000.0,0,0,0,,2018,7
2023-11-29,"11 BELMONT AVE, ROCHESTOWN, CORK",Cork,T12ACP3,30074.0,1,0,0,,2023,11
2016-11-01,"72 RANELAGH RD, RANELAGH, DUBLIN 6",Dublin,,1240000.0,0,0,0,,2016,11
2018-11-27,"APT 92, BALLSBRIDGE WOOD, SHELBOURNE RD",Dublin,,650000.0,0,0,0,,2018,11
2025-03-28,"12 BRIDGE ST, BELTURBET, CAVAN",Cavan,,45000.0,0,0,0,,2025,3
2015-05-08,"KILLANE, EDENDERRY, OFFALY",Offaly,,230000.0,0,0,0,,2015,5
2010-02-12,"ballybrien, ballymacarberry",Waterford,,90000.0,1,0,0,,2010,2
2018-10-03,"15 Shackleton Drive, Shackleton Park, Lucan",Dublin,,325991.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2018,10
2017-04-18,"20 Limetree Hall, Maynooth",Kildare,,383260.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2017,4
2015-11-25,"HOLY CROSS PLACE, CHARLEVILLE, CORK",Cork,,75000.0,0,0,0,,2015,11
2015-10-08,"29 GRAND CANAL ST UPPER, BALLSBRIDGE, DUBLIN 4",Dublin,,1400000.0,0,0,0,,2015,10
2014-12-17,"APT 12, RYE ABBEY, KILCOCK",Kildare,,60000.0,0,1,1,less than 38 sq metres,2014,12
2014-09-30,"CORRICK, KESHCARRIGAN, LEITRIM",Leitrim,,130000.0,0,0,0,,2014,9
2019-01-18,"40 HARBOUR COURT, ARKLOW, CO WICKLOW",Wicklow,,242500.0,0,0,0,,2019,1
2015-04-16,"148 Grianan Fidh, Aikens Village, Dublin",Dublin,,230000.0,0,0,0,,2015,4
2024-10-31,"14 PINEWOOD DR, HILLVIEW, WAYERFORD",Waterford,X91KPP9,177500.0,0,0,0,,2024,10
2012-02-27,"4 Brooklawn, Woodlawn, Killarney",Kerry,,182000.0,0,0,0,,2012,2
2017-12-21,"KATES BAR, PATRICKS ST, CASTLEREA",Roscommon,,25000.0,0,0,0,,2017,12
2013-01-18,"30 Elm Park, Merrion Road, dublin 4",Dublin,,158000.0,0,0,0,,2013,1
2017-01-26,"21 ASHVIEW COURT, CASTLEBLAYNEY, MONAGHAN",Monaghan,,560000.0,1,0,0,,2017,1
2025-09-02,"53 HILLBROOK ESTATE, TULLOW, COUNTY CARLOW",Carlow,R93HF43,205000.0,0,0,0,,2025,9
2020-10-28,"6 GROTTO PLACE, BOOTERSTOWN, DUBLIN",Dublin,,665000.0,0,0,0,,2020,10
2024-09-02,"24 THE MANOR VILLAGE, WESTPORT RD, CASTLEBAR",Mayo,F23WF80,270000.0,0,0,0,,2024,9
2014-04-10,"84 ROCKFORD MANOR, STRADBROOK RD, BLACKROCK",Dublin,,330000.0,0,0,0,,2014,4
2013-05-22,"9 augusta, Southfields, Rosslare Strand",Wexford,,116500.0,0,0,0,,2013,5
2020-10-30,"94 HAROLDS CROSS COTTAGES, DUBLIN 6, DUBLIN",Dublin,,715000.0,0,0,0,,2020,10
2018-02-10,"TULLOKYNE, MOYCULLEN, GALWAY",Galway,,277000.0,0,0,0,,2018,2
2014-09-26,"32 Newbury Park, Clonshaugh, Dublin 5",Dublin,,220000.0,0,0,0,,2014,9
2021-10-12,"50 AN DUICHE SCALLAGHEEN, TIPPERARY TOWN, TIPPERARY",Tipperary,E34R970,189000.0,0,0,0,,2021,10
2013-12-30,"14 NAOMH PADRAIG, DRUMSHANBO, CO. LEITRIM",Leitrim,,37071.0,0,0,0,,2013,12
2023-04-25,"CREGG RD, CARRICK ON SUIR, TIPPERARY",Tipperary,E32VP96,275000.0,0,0,0,,2023,4
2010-01-13,"Dundalk Road, Ardee",Louth,,168000.0,0,0,0,,2010,1
2023-03-03,"SMITHS RD, LIOS NA RI, CHARLEVILLE",Cork,,185000.0,0,0,0,,2023,3
2013-01-30,"4 BROMLEY AVENUE, ARDKEEN VILLAGE",Waterford,,157000.0,0,0,0,,2013,1
2017-10-18,"84 HILLSIDE, GREYSTONES, WICKLOW",Wicklow,,550000.0,0,0,0,,2017,10
2018-04-12,"DOON, RATHRONAN, CLONMEL",Tipperary,,260000.0,0,0,0,,2018,4
2019-07-16,"GORTLONEY, DROMONE, OLDCASTLE",Meath,,195000.0,0,0,0,,2019,7
2014-08-19,"68 CORRIG GLEN, STATION RD, PORTARLINGTON",Laois,,35000.0,0,0,0,,2014,8
2025-07-31,"30 LIOS NA RI, SMITHS RD, CHARLEVILLE",Cork,P56FT54,262000.0,0,0,0,,2025,7
2010-10-29,"41 Fleming Road, Drumcondra, Dublin 9",Dublin,,260000.0,0,0,0,,2010,10
2018-12-18,"105 DELWOOD WALK, CASTLEKNOCK, DUBLIN 15",Dublin,,610000.0,0,0,0,,2018,12
2017-11-23,"40 RED ARCHES PARK, SILVERBANKS, THE COAST",Dublin,,229074.0,0,1,1,less than 38 sq metres,2017,11
2016-08-15,"2 The Hamlet, Woulfe avenue, Lehenaghmore",Cork,,343612.0,0,1,1,greater than 125 sq metres,2016,8
2010-06-25,"2 Ard Ratha, Sixmilebridge, County Clare",Clare,,275000.0,0,1,1,greater than 125 sq metres,2010,6
2012-07-26,"No: 3 Sunny Beach, Ballinskelligs",Kerry,,144000.0,0,0,0,,2012,7
2012-01-23,"63 thornsberry estate, Tullamore",Offaly,,125000.0,0,0,0,,2012,1
2021-08-27,"No. 27 Forge Lands, Old Forge Road, Enniscorthy",Wexford,,190390.3,0,1,1,,2021,8
2022-08-22,"ROSSNAGOOSE, SKIBBEREEN, CORK",Cork,P81A702,430000.0,0,0,0,,2022,8
2014-03-12,"1 Mottisons Road, Waterford",Waterford,,26000.0,0,0,0,,2014,3
2014-12-12,"11 BAILE SLIEVEMORE, KEEL, MAYO",Mayo,,85000.0,0,0,0,,2014,12
2023-04-03,"14 AUBURN WAY, CLUAIN RI, BALLYMAHON",Longford,N39RY62,205000.0,0,0,0,,2023,4
2016-12-02,"40 BEECHER ST, MALLOW, CORK",Cork,,67500.0,0,0,0,,2016,12
2025-04-15,"26 The Gardens, Elmpark Green",Dublin,,638766.0,0,1,1,,2025,4
2024-10-02,"IDLEWILD, MANNANSTOWN, ARDCATH",Meath,,835000.0,0,0,0,,2024,10
2015-08-11,"No. 53 Dealg Ban, Ladysbridge, Co. Cork",Cork,,215859.0,0,1,1,greater than or equal to 38 sq metres and less than 125 sq metres,2015,8
2014-12-23,"20 ABBOTS CLOSE, SEAPARK, ABBEYSIDE",Waterford,,100000.0,0,0,0,,2014,12
2024-09-17,"APT 215  BLOCK B, CASTLE PLACE, RAILWAY SQUARE",Waterford,X91PD85,120000.0,0,0,0,,2024,9
2021-03-12,"FLAG RD, MILTOWN, MALBAY",Clare,,108000.0,0,0,0,,2021,3
2018-08-09,"BULGADEN, KILMALLOCK, CO LIMERICK",Limerick,,45000.0,0,0,0,,2018,8
2018-09-28,"16 COIS NA HABHANN, FIRIES, CO.KERRY",Kerry,,45950.0,1,0,0,,2018,9
2019-07-31,"CLASHMELCON, CAUSEWAY, KERRY",Kerry,,167500.0,0,0,0,,2019,7
